"","objectid","id_no","binomial","event_year","legend","kingdom","phylum","class","order","family","genus","category","latitude","longitude","area","threat_level"
"605","4577717",165032,"Neurocordulia alabamensis",2014,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","CORDULIIDAE","Neurocordulia","Least Concern",34.08000183,-80.91000366,"America","Least Concern"
"606","4331234",165033,"Argia alberta",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","COENAGRIONIDAE","Argia","Least Concern",36.05319977,-99.91629791,"America","Least Concern"
"607","4595900",165035,"Neurocordulia virginiensis",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","CORDULIIDAE","Neurocordulia","Least Concern",37.74069977,-78.40769958,"America","Least Concern"
"608","1321118",165036,"Phyllogomphoides stigmatus",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","GOMPHIDAE","Phyllogomphoides","Least Concern",30.51029968,-97.75569916,"America","Least Concern"
"609","1321043",165036,"Phyllogomphoides stigmatus",2010,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","GOMPHIDAE","Phyllogomphoides","Least Concern",31.87669945,96.32319641,"Asia","Least Concern"
"610","2524263",165037,"Gomphaeschna furcillata",2017,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","AESHNIDAE","Gomphaeschna","Least Concern",31.90649986,-92.84079742,"America","Least Concern"
"611","223366",165038,"Argia moesta",2017,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","COENAGRIONIDAE","Argia","Least Concern",31.06159973,-94.27459717,"America","Least Concern"
"612","223146",165038,"Argia moesta",2015,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","COENAGRIONIDAE","Argia","Least Concern",30.64889908,97.91000366,"Asia","Least Concern"
"613","1303484",165039,"Perithemis domitia",2017,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Perithemis","Least Concern",20.47270012,-105.41600037,"America","Least Concern"
"614","2112712",165040,"Leptobasis lucifer",2015,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","COENAGRIONIDAE","Leptobasis","Data Deficient",25.98885,-81.59399,"America","Data Deficient"
"615","4424956",165042,"Ischnura posita",2017,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","COENAGRIONIDAE","Ischnura","Least Concern",42.18149948,-84.10119629,"America","Least Concern"
"616","746776",165043,"Celithemis martha",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Celithemis","Least Concern",39.8064003,-74.55139923,"America","Least Concern"
"617","3019623",165047,"Cordulegaster talaria",2011,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","CORDULEGASTRIDAE","Cordulegaster","Least Concern",34.38991,-93.62509,"America","Least Concern"
"618","1933857",165048,"Stylurus amnicola",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","GOMPHIDAE","Stylurus","Least Concern",33.76300049,-80.67700195,"America","Least Concern"
"619","985897",165050,"Gynacantha nervosa",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","AESHNIDAE","Gynacantha","Least Concern",24.81279945,-80.82029724,"America","Least Concern"
"620","547211",165053,"Gomphurus dilatatus",2017,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","GOMPHIDAE","Gomphurus","Least Concern",28.81636,-81.40564,"America","Least Concern"
"621","993307",165055,"Aeshna umbrosa",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","AESHNIDAE","Aeshna","Least Concern",51.13830185,-96.15920258,"America","Least Concern"
"622","2971695",165056,"Hylogomphus abbreviatus",2017,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","GOMPHIDAE","Hylogomphus","Least Concern",38.77095,-77.41302,"America","Least Concern"
"623","4347885",165059,"Ischnura ramburii",2017,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","COENAGRIONIDAE","Ischnura","Least Concern",39.21559906,-76.86019897,"America","Least Concern"
"624","2420878",165060,"Micrathyria dissocians",2014,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Micrathyria","Least Concern",18.01160049,-67.10250092,"America","Least Concern"
"625","1342433",165062,"Ophiogomphus colubrinus",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","GOMPHIDAE","Ophiogomphus","Least Concern",53.96419907,-106.07099915,"America","Least Concern"
"626","1349363",165063,"Enallagma ebrium",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","COENAGRIONIDAE","Enallagma","Least Concern",53.84019852,-106.04299927,"America","Least Concern"
"627","2757854",165064,"Libellula luctuosa",2015,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Libellula","Least Concern",37.11719894,49.52799988,"Africa","Least Concern"
"628","2758210",165064,"Libellula luctuosa",2017,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Libellula","Least Concern",30.68519974,-97.6556015,"America","Least Concern"
"629","809756",165065,"Somatochlora cingulata",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","CORDULIIDAE","Somatochlora","Least Concern",43.09059906,-73.06330109,"America","Least Concern"
"630","4097161",165066,"Miathyria marcella",2017,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Miathyria","Least Concern",28.13660049,-82.65640259,"America","Least Concern"
"631","1851908",165068,"Stylurus spiniceps",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","GOMPHIDAE","Stylurus","Least Concern",36.18600082,-82.52719879,"America","Least Concern"
"632","2682175",165070,"Ophiogomphus bison",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","GOMPHIDAE","Ophiogomphus","Least Concern",34.24779892,-117.11499786,"America","Least Concern"
"633","329975",165071,"Tachopteryx thoreyi",2017,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","PETALURIDAE","Tachopteryx","Least Concern",30.7954998,-81.9598999,"America","Least Concern"
"634","482689",165072,"Cordulegaster obliqua",2017,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","CORDULEGASTRIDAE","Cordulegaster","Least Concern",31.02059937,-87.68399811,"America","Least Concern"
"635","704268",165074,"Aeshna canadensis",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","AESHNIDAE","Aeshna","Least Concern",42.25439835,-71.33850098,"America","Least Concern"
"636","403368",165078,"Neoneura amelia",2014,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","COENAGRIONIDAE","Neoneura","Least Concern",29.35309982,-100.89499664,"America","Least Concern"
"637","2663235",165079,"Enallagma carunculatum",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","COENAGRIONIDAE","Enallagma","Least Concern",52.16460037,-106.67299652,"America","Least Concern"
"638","34156",165080,"Rhionaeschna dugesi",2015,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","AESHNIDAE","Rhionaeschna","Least Concern",29.49209976,-103.46700287,"America","Least Concern"
"639","109593",165081,"Anax junius",2013,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","AESHNIDAE","Anax","Least Concern",32.91876,-6.93656,"Africa","Least Concern"
"640","110140",165081,"Anax junius",2017,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","AESHNIDAE","Anax","Least Concern",30.38985,-97.72448,"America","Least Concern"
"641","2950337",165087,"Dythemis fugax",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Dythemis","Least Concern",26.1882,-98.34929657,"America","Least Concern"
"642","2925029",165088,"Somatochlora hudsonica",2014,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","CORDULIIDAE","Somatochlora","Least Concern",44.30149841,-106.94799805,"America","Least Concern"
"643","891346",165089,"Dromogomphus spinosus",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","GOMPHIDAE","Dromogomphus","Least Concern",45.54270172,-78.69589996,"America","Least Concern"
"644","891033",165089,"Dromogomphus spinosus",2010,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","GOMPHIDAE","Dromogomphus","Least Concern",37.28170013,80.46659851,"Asia","Least Concern"
"645","3357355",165090,"Erythemis simplicicollis",2017,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Erythemis","Least Concern",27.89340019,-99.86889648,"America","Least Concern"
"646","3356874",165090,"Erythemis simplicicollis",2015,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Erythemis","Least Concern",35.82590103,83.57859802,"Asia","Least Concern"
"647","2063615",165091,"Dythemis velox",2017,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Dythemis","Least Concern",30.4605999,-97.76180267,"America","Least Concern"
"648","2109341",165092,"Enallagma exsulans",2017,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","COENAGRIONIDAE","Enallagma","Least Concern",30.71369934,-86.86730194,"America","Least Concern"
"649","3236408",165094,"Erpetogomphus crotalinus",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","GOMPHIDAE","Erpetogomphus","Least Concern",32.10960007,-104.47200012,"America","Least Concern"
"650","417016",165095,"Libellula croceipennis",2017,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Libellula","Least Concern",30.68519974,-97.6556015,"America","Least Concern"
"651","27097",165097,"Argia tarascana",2015,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","COENAGRIONIDAE","Argia","Least Concern",31.33959961,-109.26399994,"America","Least Concern"
"652","3316600",165098,"Hesperagrion heterodoxum",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","COENAGRIONIDAE","Hesperagrion","Least Concern",29.82019997,-104.3030014,"America","Least Concern"
"653","942116",165100,"Leucorrhinia frigida",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Leucorrhinia","Least Concern",50.50400162,-97.49500275,"America","Least Concern"
"654","4384825",165101,"Sympetrum illotum",2017,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Sympetrum","Least Concern",34.20650101,-117.40499878,"America","Least Concern"
"655","2723696",165311,"Etheria elliptica",2016,"Extant (resident)","animals","Mollusca (animals)","Bivalvia (Molluscs)","UNIONOIDA","ETHERIIDAE","Etheria","Least Concern",0.05,32.45,"Africa","Least Concern"
"656","4118854",165461,"Gomphus simillimus",2013,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","GOMPHIDAE","Gomphus","Least Concern",32.8971775,-5.4973773,"Africa","Least Concern"
"657","2971639",165469,"Libellula quadrimaculata",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Libellula","Least Concern",64.8219986,-147.91799927,"America","Least Concern"
"658","2970728",165469,"Libellula quadrimaculata",2008,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Libellula","Least Concern",48.82540131,9.09554958,"Europe","Least Concern"
"659","1802734",165470,"Orthetrum sabina",2015,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Orthetrum","Least Concern",-30.2917,153.1249,"Oceania","Least Concern"
"660","1938827",165472,"Boyeria irene",2013,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","AESHNIDAE","Boyeria","Least Concern",29.5477961,-8.8775069,"Africa","Least Concern"
"661","1334333",165473,"Sympetrum danae",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Sympetrum","Least Concern",35.68849945,-105.89199829,"America","Least Concern"
"662","1334191",165473,"Sympetrum danae",2008,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Sympetrum","Least Concern",49.5951004,18.11989975,"Europe","Least Concern"
"663","333283",165488,"Anax parthenope",2013,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","AESHNIDAE","Anax","Least Concern",23.67647222,-15.74463889,"Africa","Least Concern"
"664","2317706",165495,"Ceriagrion tenellum",2013,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","COENAGRIONIDAE","Ceriagrion","Least Concern",32.9647112,-5.1292395,"Africa","Least Concern"
"665","79554",165499,"Aeshna mixta",2007,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","AESHNIDAE","Aeshna","Least Concern",35.713595,-5.355399,"Africa","Least Concern"
"666","1270215",165508,"Aeshna subarctica",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","AESHNIDAE","Aeshna","Least Concern",41.27199936,-74.74900055,"America","Least Concern"
"667","4153054",165516,"Lestes dryas",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LESTIDAE","Lestes","Least Concern",53.22190094,-105.71299744,"America","Least Concern"
"668","952999",165518,"Aeshna juncea",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","AESHNIDAE","Aeshna","Least Concern",61.18050003,-149.94999695,"America","Least Concern"
"669","134073",165519,"Ischnura hastata",2017,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","COENAGRIONIDAE","Ischnura","Least Concern",30.80369949,-92.28769684,"America","Least Concern"
"670","133701",165519,"Ischnura hastata",2008,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","COENAGRIONIDAE","Ischnura","Least Concern",44,77.71669769,"Asia","Least Concern"
"671","2248982",165541,"Chalybeothemis fluviatilis",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Chalybeothemis","Least Concern",-2.968,108.147,"Asia","Least Concern"
"672","2781054",165761,"Radix natalensis",2007,"Extant (resident)","animals","Mollusca (animals)","Gastropoda (Snails and Slugs)","HYGROPHILA","LYMNAEIDAE","Radix","Least Concern",-14.87185,34.74519,"Africa","Least Concern"
"673","746573",165765,"Pila ovata",2016,"Extant (resident)","animals","Mollusca (animals)","Gastropoda (Snails and Slugs)","ARCHITAENIOGLOSSA","AMPULLARIIDAE","Pila","Least Concern",0.05,32.45,"Africa","Least Concern"
"674","858497",165767,"Gyraulus costulatus",2007,"Extant (resident)","animals","Mollusca (animals)","Gastropoda (Snails and Slugs)","HYGROPHILA","PLANORBIDAE","Gyraulus","Least Concern",-13.90033,34.62113,"Africa","Least Concern"
"675","2425984",165771,"Segmentorbis angustus",2016,"Extant (resident)","animals","Mollusca (animals)","Gastropoda (Snails and Slugs)","HYGROPHILA","PLANORBIDAE","Segmentorbis","Least Concern",0.05,32.45,"Africa","Least Concern"
"676","349710",165775,"Africanogyrus coretus",2006,"Extant (resident)","animals","Mollusca (animals)","Gastropoda (Snails and Slugs)","HYGROPHILA","PLANORBIDAE","Africanogyrus","Least Concern",-10.14486,34.03837,"Africa","Least Concern"
"677","3027321",165783,"Bellamya capillata",2008,"Extant (resident)","animals","Mollusca (animals)","Gastropoda (Snails and Slugs)","ARCHITAENIOGLOSSA","VIVIPARIDAE","Bellamya","Least Concern",-12.92054,34.21062,"Africa","Least Concern"
"678","947451",165786,"Eupera ferruginea",2016,"Extant (resident)","animals","Mollusca (animals)","Bivalvia (Molluscs)","VENERIDA","SPHAERIIDAE","Eupera","Least Concern",0.05,32.45,"Africa","Least Concern"
"679","2034403",165787,"Lentorbis junodi",2007,"Extant (resident)","animals","Mollusca (animals)","Gastropoda (Snails and Slugs)","HYGROPHILA","PLANORBIDAE","Lentorbis","Least Concern",-14.71752,35.17714,"Africa","Least Concern"
"680","4114123",165790,"Lanistes ellipticus",2008,"Extant (resident)","animals","Mollusca (animals)","Gastropoda (Snails and Slugs)","ARCHITAENIOGLOSSA","AMPULLARIIDAE","Lanistes","Least Concern",-12.92111,34.21077,"Africa","Least Concern"
"681","392934",165794,"Bulinus forskalii",2007,"Extant (resident)","animals","Mollusca (animals)","Gastropoda (Snails and Slugs)","HYGROPHILA","BULINIDAE","Bulinus","Least Concern",-15.38884,34.90498,"Africa","Least Concern"
"682","4525701",165798,"Pisidium pirothi",2016,"Extant (resident)","animals","Mollusca (animals)","Bivalvia (Molluscs)","VENERIDA","SPHAERIIDAE","Pisidium","Least Concern",0.05,32.45,"Africa","Least Concern"
"683","67648",165799,"Lanistes ovum",2008,"Extant (resident)","animals","Mollusca (animals)","Gastropoda (Snails and Slugs)","ARCHITAENIOGLOSSA","AMPULLARIIDAE","Lanistes","Least Concern",-16.15492,33.59914,"Africa","Least Concern"
"684","1881767",166437,"Channa punctata",2017,"Extant (resident)","animals","Chordata (animals)","Actinopterygii (Ray-Finned Fish)","PERCIFORMES","CHANNIDAE","Channa","Least Concern",6.230125,80.070987,"Asia","Least Concern"
"685","1303695",166452,"Heteropneustes fossilis",2018,"Extant (resident)","animals","Chordata (animals)","Actinopterygii (Ray-Finned Fish)","SILURIFORMES","HETEROPNEUSTIDAE","Heteropneustes","Least Concern",8.0325,80.876944,"Asia","Least Concern"
"686","1820212",166522,"Xenentodon cancila",2019,"Extant (resident)","animals","Chordata (animals)","Actinopterygii (Ray-Finned Fish)","BELONIFORMES","BELONIDAE","Xenentodon","Least Concern",6.58235,80.20934,"Asia","Least Concern"
"687","4035827",166543,"Anabas testudineus",2018,"Extant (resident)","animals","Chordata (animals)","Actinopterygii (Ray-Finned Fish)","PERCIFORMES","ANABANTIDAE","Anabas","Least Concern",9.446068,80.405192,"Asia","Least Concern"
"688","575499",166563,"Channa striata",2019,"Extant (resident)","animals","Chordata (animals)","Actinopterygii (Ray-Finned Fish)","PERCIFORMES","CHANNIDAE","Channa","Least Concern",7.170924,81.065369,"Asia","Least Concern"
"689","3991688",166584,"Channa orientalis",2019,"Extant (resident)","animals","Chordata (animals)","Actinopterygii (Ray-Finned Fish)","PERCIFORMES","CHANNIDAE","Channa","Vulnerable",6.0983,80.3152,"Asia","Threatened"
"690","4334686",166586,"Mastacembelus armatus",2019,"Extant (resident)","animals","Chordata (animals)","Actinopterygii (Ray-Finned Fish)","SYNBRANCHIFORMES","MASTACEMBELIDAE","Mastacembelus","Least Concern",7.602785,80.77834,"Asia","Least Concern"
"691","4406776",167168,"Anaciaeschna jaspidea",2003,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","AESHNIDAE","Anaciaeschna","Least Concern",-23.35041,-149.49858,"America","Least Concern"
"692","4406753",167168,"Anaciaeschna jaspidea",2014,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","AESHNIDAE","Anaciaeschna","Least Concern",-14.3366,-170.7701,"Oceania","Least Concern"
"693","4548311",167183,"Tramea transmarina",2011,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Tramea","Least Concern",-20.0333,-158.1166,"America","Least Concern"
"694","4548210",167183,"Tramea transmarina",2014,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Tramea","Least Concern",-14.3637,-170.7736,"Oceania","Least Concern"
"695","4556475",167208,"Agriocnemis femina",2012,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","COENAGRIONIDAE","Agriocnemis","Least Concern",-9.4392,159.9742,"Oceania","Least Concern"
"696","4183451",167280,"Agriocnemis pygmaea",2014,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","COENAGRIONIDAE","Agriocnemis","Least Concern",-21.151667,148.382222,"Oceania","Least Concern"
"697","2596430",167298,"Agrionoptera insignis",2012,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Agrionoptera","Least Concern",-9.5002,159.9947,"Oceania","Least Concern"
"698","3485070",167372,"Diplacodes trivialis",2013,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Diplacodes","Least Concern",-16.9844,145.419,"Oceania","Least Concern"
"699","4610101",167375,"Ischnura aurora",2011,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","COENAGRIONIDAE","Ischnura","Least Concern",-20.0333,-158.1166,"America","Least Concern"
"700","4609923",167375,"Ischnura aurora",2018,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","COENAGRIONIDAE","Ischnura","Least Concern",-38.195596,146.325328,"Oceania","Least Concern"
"701","357902",167476,"Euthygomphus parvus",2002,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","GOMPHIDAE","Euthygomphus","Vulnerable",6.36393,99.78832,"Asia","Threatened"
"702","1311824",167478,"Macrodiplax cora",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Macrodiplax","Least Concern",-27.826556,114.690222,"Oceania","Least Concern"
"703","4025294",167725,"Sternopygus aequilabiatus",2018,"Extant (resident)","animals","Chordata (animals)","Actinopterygii (Ray-Finned Fish)","GYMNOTIFORMES","STERNOPYGIDAE","Sternopygus","Least Concern",5.82865,-74.832028,"America","Least Concern"
"704","1379274",167775,"Bryconops imitator",2008,"Extant (resident)","animals","Chordata (animals)","Actinopterygii (Ray-Finned Fish)","CHARACIFORMES","IGUANODECTIDAE","Bryconops","Near Threatened",5.44500017,-64.23899841,"America","Near Threatened"
"705","2363136",168004,"Anax congoliath",2013,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","AESHNIDAE","Anax","Least Concern",0.62145,10.39584,"Africa","Least Concern"
"706","3044676",168005,"Trithemis dubia",2013,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Trithemis","Data Deficient",-1.45488,14.17845,"Africa","Data Deficient"
"707","1974761",168006,"Ceriagrion sakejii",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","COENAGRIONIDAE","Ceriagrion","Least Concern",-13.702244,17.086799,"Africa","Least Concern"
"708","2002309",168007,"Hemicordulia africana",2014,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","CORDULIIDAE","Hemicordulia","Least Concern",-28.28456,32.46273,"Africa","Least Concern"
"709","4091236",168009,"Aciagrion nodosum",2014,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","COENAGRIONIDAE","Aciagrion","Least Concern",-11.362,24.319,"Africa","Least Concern"
"710","1772118",168011,"Agriocnemis forcipata",2014,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","COENAGRIONIDAE","Agriocnemis","Least Concern",-4.57473,12.12161,"Africa","Least Concern"
"711","294758",168012,"Phyllomacromia overlaeti",2010,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","MACROMIIDAE","Phyllomacromia","Least Concern",-17.885724,19.782923,"Africa","Least Concern"
"712","2888926",168013,"Diplacodes pumila",2019,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Diplacodes","Least Concern",-1.586,29.97,"Africa","Least Concern"
"713","2531958",168014,"Platycypha rufitibia",2014,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","CHLOROCYPHIDAE","Platycypha","Least Concern",-1.83755,11.4337744,"Africa","Least Concern"
"714","238812",168018,"Chlorocypha wittei",2011,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","CHLOROCYPHIDAE","Chlorocypha","Least Concern",-8.77,26.84,"Africa","Least Concern"
"715","2656729",168019,"Chlorocypha fabamacula",2014,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","CHLOROCYPHIDAE","Chlorocypha","Least Concern",0.129826,13.677283,"Africa","Least Concern"
"716","3973019",168736,"Sagittaria guayanensis",2009,"Extant (resident)","plants","Tracheophyta (plants)","Liliopsida (Plants)","ALISMATALES","ALISMATACEAE","Sagittaria","Least Concern",12.20306,-2.18028,"Africa","Least Concern"
"717","3982604",168747,"Torenia crustacea",2002,"Extant (resident)","plants","Tracheophyta (plants)","Magnoliopsida (Plants)","LAMIALES","LINDERNIACEAE","Torenia","Least Concern",6.174,-7.788,"Africa","Least Concern"
"718","3982577",168747,"Torenia crustacea",2012,"Extant (resident)","plants","Tracheophyta (plants)","Magnoliopsida (Plants)","LAMIALES","LINDERNIACEAE","Torenia","Least Concern",1.290354,103.853172,"Asia","Least Concern"
"719","3710323",168900,"Bergia ammannioides",2007,"Extant (resident)","plants","Tracheophyta (plants)","Magnoliopsida (Plants)","MALPIGHIALES","ELATINACEAE","Bergia","Least Concern",-18.0394,20.8481,"Africa","Least Concern"
"720","3731131",168925,"Butomopsis latifolia",2012,"Extant (resident)","plants","Tracheophyta (plants)","Liliopsida (Plants)","ALISMATALES","ALISMATACEAE","Butomopsis","Least Concern",8.76947,-3.789511,"Africa","Least Concern"
"721","3710365",168930,"Bergia capensis",2013,"Extant (resident)","plants","Tracheophyta (plants)","Magnoliopsida (Plants)","MALPIGHIALES","ELATINACEAE","Bergia","Least Concern",9.1666,2.1666,"Africa","Least Concern"
"722","3915316",168972,"Melochia corchorifolia",2018,"Extant & Origin Uncertain (resident)","plants","Tracheophyta (plants)","Magnoliopsida (Plants)","MALVALES","MALVACEAE","Melochia","Least Concern",12.556966,-12.192869,"Africa","Least Concern"
"723","3914889",168972,"Melochia corchorifolia",2008,"Extant (resident)","plants","Tracheophyta (plants)","Magnoliopsida (Plants)","MALVALES","MALVACEAE","Melochia","Least Concern",5.9441,102.0371,"Asia","Least Concern"
"724","3695067",169117,"Indolestes inflatus",2011,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LESTIDAE","Indolestes","Data Deficient",16.74,101.5715,"Asia","Data Deficient"
"725","4616881",169193,"Pentaphlebia stahli",2008,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","PENTAPHLEBIIDAE","Pentaphlebia","Vulnerable",4.99028,9.69917,"Africa","Threatened"
"726","2091754",169194,"Sapho ciliata",2013,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","CALOPTERYGIDAE","Sapho","Least Concern",8.08333333,-1.7,"Africa","Least Concern"
"727","770407",169197,"Sapho puella",2001,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","CALOPTERYGIDAE","Sapho","Endangered",6.129566,9.21586,"Africa","Threatened"
"728","2421841",169198,"Umma purpurea",2001,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","CALOPTERYGIDAE","Umma","Endangered",6.024056,9.342219,"Africa","Threatened"
"729","2112704",169200,"Africocypha lacuselephantum",2014,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","CHLOROCYPHIDAE","Africocypha","Least Concern",-1.727157,11.308336,"Africa","Least Concern"
